site_unique,site_location_name,established_date,description,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,comments,outcrop_lithology,other_outcrop_lithology,plot_dimensions,site_location_visit_id,visit_start_date,visit_end_date,visit_notes,location_description,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number
SAARIV0009-58055,SAARIV0009,2015-08-14T00:00:00,"Big Toolunka, 5.8km north west of Waikerie",RIV,FLO,FLD,3,360,"-------------- new visit physicalStatusComments start --------------
Not collected
-------------- new visit physicalStatusComments end ---------------
Big Toolunka Wetland. Gently sloping site to the north at 3 degrees. Plot sits on alluvial spur with main channel to the south of the plot and an old channel forming a billabong to the north. Some alluvial wash- gravels. ",NA,NC,,58055,2016-02-03T00:00:00,2016-02-03T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,,NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.1583777777778,139.927861111111,SW,SA,2016-02-03,2
SAARIV0010-59037,SAARIV0010,2021-10-06T14:01:18,"Murray River National Park, Katarapko Island",RIV,FLO,PLA,0,,"Landform element and pattern is a levee on a floodplain, being on the bank adjacent the main channel of the River Murray. No surface strew or outcrop present, however there is a lot of coarse woody debris throughout. There are undulations within the site but overall it is flat, with no discernible slope. Site is homogeneous to the extent of the plot. To the north vegetation cover becomes, particularly cover of Acacia stenophylla.
Nearest infrastructure is ""the splash regulator"" 2.7km to the west of the site on the other side of katarapko island or a track 200m to the south on the other side of the river.  
",NA,NC,,59037,2021-10-06T14:01:18,2021-10-06T14:01:18,,"Some evidence of woodcutting, both older and more recent (chainsaw oil can found on site). Grazing impact is limited to kangaroos. Introduced plant species impact is relatively low, limited to weedy forbs. No evidence of fire, site is long unburnt. Nearby fire 14/01/2014. ",n/a,X,n/a,NC,3,0,WET,AVG,1,13,1,460582.5,6198041.7,54,WGS84,,PA,4 VE AB EI BN ERR-,TRUE,TRUE,TRUE,-34.3583532799503,140.570217175185,SW,SA,2021-10-06,1
SAASTP0001-53719,SAASTP0001,2012-06-27T00:00:00,Hamilton Station. 177km south east of Kulgera. Just west of western boundary of Witjira National Park. Drive along fence from boundary gate.,STP,FLO,FLD,10,70,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern is plain on alluvial plain. Surface strew across 20% of the site, particularly in creek line and depressions. Strew lithology of sandstone, ironstone and quartzite (3-5cm). The site is homogenous, community extends from the centre 70m to the north, 300+m east, 100m south (creek line with gidgee), and 200m west towards floodplains. 
 
-------------- new visit physicalStatusComments end ---------------

",NC,NC,,53719,2012-06-27T00:00:00,2012-06-27T00:00:00,"Primary Genetic barcode SAA 000342 recorded in both SAASTP0001 and SAASTP0002, it was only found in the SAASTP0002 leaf tissue box. Have removed SAA 000342 associated with Veg Barcode SAA 000341 from this visit.","Introduced plant impact is minimal-moderate with Malvastrum americanum and Lepidium sp. scattered through the site. Grazing impact is low, site is on a station so there are some cow pats but grazing evidence is limited. Site is long unburnt. ",E,NC,NC,NC,1,1M,DRY,Disturbed natural,5,4,5,499919,7093509,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.2781722222222,134.9992,SW,SA,2012-06-27,1
SAASTP0002-53720,SAASTP0002,2012-06-28T00:00:00,Witjira National Park. West of Blood Creek Bore. 179km South East of Kulgera,STP,FLO,FLD,1,75,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern is plain on and alluvial plain. Pebble surface strew of silcrete, ironstone, sandstone and quartzite isolated to channels (3-5mm). Site is homogenous and extends; north 200m, east 100m, south 50m, west 150m. Nearest infrastructure is the Mount Dare Rd 400m north of NW corner.
-------------- new visit physicalStatusComments end ---------------
",NC,NC,,53720,2012-06-28T00:00:00,2012-12-28T00:00:00,,"Introduced plant impact is low, Malvastrum americanum present. Grazing impact is minimal, evidence of old cow pats. Site is long unburnt, no evidence of past fire. Two main channels that pass through the plot along the northern and southern edges. ",G,NC,A,T,1,0,DRY,Undisturbed natural,5,4,5,501557,7093904,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.2746083333333,135.015597222222,SW,SA,2012-06-28,1
SAASTP0003-53721,SAASTP0003,2012-06-29T00:00:00,Witjira National Park. West of Blood Creek Bore. 184km South East of Kulgera,STP,FLO,PLA,1,90,"-------------- new visit physicalStatusComments start --------------
 
Landform element and pattern, drainage line on alluvial plain. Surface strew of gravel 3mm-5cm diameter of mixed lithology (unconsolidated weathered material), no outcropping. Site is homogenous. Community confined to plot. Nearest infrastructure is an access track is 80m south of SW corner.

-------------- new visit physicalStatusComments end ---------------
Site covers areas of fine gravels with some light gibber patches with some silcrete stones. 
",NC,NC,,53721,2012-06-29T00:00:00,2012-12-29T00:00:00,,Grazing impact is minimal. Introduced plant impact in low with some Lepidium sp. (check species list). Site is long unburnt.,NC,NC,NC,NC,7,NC,DRY,Disturbed natural,5,4,5,507285,7093980,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.2739,135.072966666667,SW,SA,2012-06-29,1
SAASTP0004-53722,SAASTP0004,2012-07-01T00:00:00,Witjira National Park. Finke River Channels. 217km East South East of Kulgera,STP,FLO,FLD,1,,"-------------- new visit physicalStatusComments start --------------
Landform element is a plain and the pattern is an alluvial plain. There is no outcrop or surface strew present in the plot. There are some areas of cracking clay with quite deep and wide cracks, and some surface flaking is present. The site is homogenous, and the community is confined to the plot; 100m south and east the community changes to Coolibah and Acacia trees along a creek line. The community ends at the western edge of the plot and becomes mainly bare soil for 300m, and the community extends 200m to the north. The nearest infrastructure is the access track 80m from the northwest corner of the plot. 
-------------- new visit physicalStatusComments end ---------------
Site located just west of creek channel and south of track with dam and yards approximately 660 m. to the North East . Irregular quadrat layout . 
",NC,NC,,53722,2012-07-01T00:00:00,2012-07-01T00:00:00,,"Impact of introduced plants is minimal, though there is some Malvastrum americanum scattered through the site. Grazing impact is minimal; there are some cattle scats in the plot, but they may have been deposited in a flooding event. There is no evidence of a fire having ever burned through the plot. ",NC,NC,NC,NC,7,NC,DRY,Disturbed natural,5,4,5,545222,7114476,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.0881422222222,135.452201944444,SW,SA,2012-07-01,1
SAASTP0005-53723,SAASTP0005,2012-07-02T00:00:00,Witjira National Park. Finke River Channels. 217km East South East of Kulgera,STP,FLO,FLD,10,90,"-------------- new visit physicalStatusComments start --------------
 
Landform element and pattern is plain on alluvial plain. No surface strew or outcropping. Site is not homogenous. The ground stratum transitions towards the SW corner where the soil changes. The shrub layer is continuous in the site, and the overall community extends 200m to the north from the centre, 100m to the east and 60m to the west. The nearest infrastructure is an access track 50m south of SW corner.

-------------- new visit physicalStatusComments end ---------------
Located on North side of track, approximately 50 m. ",NC,NC,,53723,2012-07-02T00:00:00,2012-07-02T00:00:00,,"Grazing impact is minimal. The site was previously grazed in 80s and feral cattle were in the area until the previous year. There is a water point 2km east of plot. Introduced plant impact is low, some introduced malvastrum sp. and lepidium sp. in site. Check the species list. The site is long unburnt.",NC,NC,NC,NC,7,NC,DRY,Disturbed natural,5,4,5,542349,7113626,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.0959083333333,135.423503333333,SW,SA,2012-07-02,1
SAASTP0006-57066,SAASTP0006,2012-08-08T00:00:00,"Spring Creek Delta, Witjira National Park. 38km east north east of Dalhousie campground. 154km south east of Finke community.",STP,ALP,DDE,0,,"-------------- new visit physicalStatusComments start --------------

Landform Element: Plain, Pattern: Flood plain. Lithology: no outcrop or rocks present in the site. Homogenous: very homogenise, from centre picket the communities continues to 70m to the eastern picket and continues to the western edge of the plot.
Infrastructure: the main road from Dalhousie and Simpson desert.

-------------- new visit physicalStatusComments end ---------------

Spring creek delta. Plot on clay loam alluvial plain. 
",NA,NA,,57066,2012-08-08T00:00:00,2012-08-08T00:00:00,Only 1 transect of point intercept recorded," Introduced species; Bransika tronaphotide,
grazing impact low to zero, no evidence of grazing as cows have recently been moved from the national park. Fire history, has not burnt in a few years. ",n/a,X,n/a,Z,2,NC,WET,AVG,5,14,5,587199,7086352,53,WGS84,GPS,P,,TRUE,TRUE,TRUE,-26.340247,135.873785,SW,SA,2012-08-08,1
SAASTP0007-53724,SAASTP0007,2012-08-09T00:00:00,Spring Creek Delta. 100 - 200 m. South of track from Dalhousie Springs to Purni Bore. 150km South East of Finke Community,STP,ALP,PLA,1,,"-------------- new visit physicalStatusComments start --------------
Slight slope to the south, less than 1 degree. Nearest infrastructure is the Purnie Bore rd 120m north of plot. The plot does have an old track cutting across the top of NW corner. Plot community is confined to plot. Ground layer transitions from north to south of plot.
-------------- new visit physicalStatusComments end ---------------

",NC,NC,,53724,2012-08-09T00:00:00,2012-08-09T00:00:00,,"Grazing impact is low, previous grazed by feral cattle, possibly camel as well. Introduced plant impact low, Lepidium sp. present. ",E,NC,NC,O,2,NC,DRY,Disturbed natural,5,4,5,581478,7084738,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.3550416666667,135.816591666667,SW,SA,2012-08-09,1
SAASTP0008-53725,SAASTP0008,2012-08-10T00:00:00,Spring Creek Delta. 149km South East of Finke Community,STP,ALP,FAN,1,5,"-------------- new visit physicalStatusComments start --------------
landform element: hillslope, Patter: low slope (<5%) to the south
no out crop, a lot of surface fragment, a lot of boulders (30cm) and then a lot of cobbles (15cm) and gravel (2-5cm). Surface lithology is weathered silcrete.
Site is homogenous : relativity homogenise, the south west has a drainaige line with a lot more Senna's growing, does extend to the south east roughly 70 meters. Nearet is Dalhousie Road.


-------------- new visit physicalStatusComments end ---------------
Sandy low rise with rock strew 5-10 cm. Alluvial fan delta. Low Bluebush shrubland on hill slope with compacted sand and 2-10 cm scattered gibber. North side of Spring Creek Delta between Dalhousie Springs and Purni Bore. Communicator repeater on flat top  of high hill 2+km. to north north west",KC,NC,,53725,2012-08-10T00:00:00,2012-08-10T00:00:00,,"introduced: brasika, grazing impact is low, possible kangaroo grazing on ennapogan but very minimal. Previously grazed by feral cattle, past year it has been taken under control.
No evidenance of past fire.",NC,0,NC,Z,6,0,DRY,Undisturbed natural,5,4,5,578690,7083222,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.3688777777778,135.788761111111,SW,SA,2012-08-10,1
SAASTP0009-53726,SAASTP0009,2012-08-11T00:00:00,Witjira National Park. 141km South East of Finke Community,STP,FLO,DDE,1,5,"-------------- new visit physicalStatusComments start --------------
Landform pattern and element :Sand plain broad flood plain, channel and depression cutting from the northeast corner. Slope, 1% sloping to the east. No outcrop present. 
Homogenous : slightly homogienes, communities continue to the south and through to the east
Infrastructure, Perni Bore track 1.2km south from the site. 

-------------- new visit physicalStatusComments end ---------------
Gibber across creek bank.  On sandy loam over sandy clay on broad flood out area, west side of main creek channel. Few deeper secondary channels through site. 
",NC,NC,,53726,2012-08-11T00:00:00,2012-08-11T00:00:00,,"No grazing present, only grazing is from the budgies but no evident of cattle. Introduced species, tall thistle.  Site has no evidence of recent burning, A. nummularia is very old and quite large, branches are over 10cm in diameter.",G,1,S,NC,2,0,DRY,,5,4,5,570308,7085335,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.3502527777778,135.704627777778,SW,SA,2012-08-11,1
SAASTP0010-53727,SAASTP0010,2012-08-12T00:00:00,Gibber Plain 10 km NE Dalhousie Springs. 132km South East of Finke Community,STP,PLA,HSL,2,270,"-------------- new visit physicalStatusComments start --------------

The landform element is a rise/slope, the pattern is rises. Site slopes towards the western edge. There is no outcrop in the site, but surface strew of ironstone gravel (3-5cm) is scattered across the site in patches (about 50% cover). There are some larger rocks (10-15cm) of the same material scattered more sparsely through the site. he site is homogenous but there are gullies close to both the northern and southern edges of the plot which have more dense vegetation cover. The community extends to the west 100m before hitting another gully and continues 200m to the east. The nearest infrastructure is the Pernie Bore Track 300m north of the NE corner.
-------------- new visit physicalStatusComments end ---------------
Site located on west facing slope adjacent to Acacia cambagei drainage line. ( approximately 200m. To the west)  Site is low Blue bush slope/rise with stony surface ( crusted-sealed) finer pebble. On calcareous sandy loam gibber plain, intersected by Acacia lined drainage channels.",NC,NC,,53727,2012-08-12T00:00:00,2012-08-12T00:00:00,,No introduced plant species were found in the site; grazing impact is low but there are some old cattle pads tracking through the site and some of the Maireanas appear to have been grazed in the past. No evidence of recent fire in the site. ,NC,NC,NC,NC,4,0,DRY,Disturbed natural,5,4,5,558034,7083574,53,WGS84,DGPS,P,,TRUE,TRUE,TRUE,-26.3666833333333,135.581711111111,SW,SA,2012-08-12,1
